Family,IP Address,Port Number,Hosting Range,Domain Name,Second Level,Last Seen
redline,91.92.243.162,45162,91.92.240.0/20,,,2024-03-29
njrat,18.197.239.109,14500,18.192.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-03-29
njrat,147.185.221.19,5491,147.185.221.0/24,registration-nil.gl.at.ply.gg,ply.gg,2024-03-29
njrat,160.176.152.91,10000,160.176.0.0/14,doddyfire.linkpc.net,linkpc.net,2024-03-28
redline,34.31.226.230,37558,34.16.0.0/12,,,2024-03-28
lokibot,34.162.170.92,80,34.160.0.0/14,secure01-redirect.net,secure01-redirect.net,2024-03-28
redline,194.87.107.145,10480,194.87.107.0/24,,,2024-03-27
njrat,147.185.221.18,54056,147.185.221.0/24,results-outdoors.gl.at.ply.gg,ply.gg,2024-03-27
njrat,147.185.221.19,5585,147.185.221.0/24,prior-gently.gl.at.ply.gg,ply.gg,2024-03-27
njrat,3.127.59.75,19387,3.120.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-03-27
redline,5.42.65.68,29093,5.42.64.0/22,,,2024-03-27
nanocore,194.147.140.158,2323,194.147.140.0/24,,,2024-03-27
lokibot,3.33.130.190,80,3.33.128.0/17,arku.xyz,arku.xyz,2024-03-26
njrat,147.185.221.18,64479,147.185.221.0/24,share-introduced.gl.at.ply.gg,ply.gg,2024-03-26
redline,15.235.131.20,39206,15.235.0.0/16,,,2024-03-26
njrat,18.192.93.86,19282,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-03-26
recordbreaker,193.233.132.231,80,193.233.132.0/24,,,2024-03-25
lokibot,172.67.165.208,80,172.67.0.0/16,saldanha.top,saldanha.top,2024-03-25
lokibot,104.21.73.201,80,104.21.0.0/17,saldanha.top,saldanha.top,2024-03-25
redline,193.233.133.152,35515,193.233.133.0/24,,,2024-03-25
njrat,147.185.221.16,52522,147.185.221.0/24,limited-architect.gl.at.ply.gg,ply.gg,2024-03-24
njrat,24.42.98.153,195,24.42.64.0/18,h2cker.ddns.net,ddns.net,2024-03-24
njrat,147.185.221.18,9626,147.185.221.0/24,low-feeding.gl.at.ply.gg,ply.gg,2024-03-24
njrat,52.28.247.255,14622,52.24.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,3.69.115.178,14622,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,35.158.159.254,18001,35.156.0.0/14,4.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,45.142.182.104,4568,45.142.182.0/24,,,2024-03-24
njrat,103.253.73.222,117,103.253.72.0/22,argentina1100.ddns.net,ddns.net,2024-03-24
njrat,3.125.223.134,11326,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,3.125.102.39,12664,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,142.11.201.122,7010,142.11.192.0/18,microsoftdell1.duckdns.org,duckdns.org,2024-03-24
njrat,18.192.93.86,15449,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,52.28.247.255,12377,52.24.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-03-24
njrat,46.246.84.18,3100,46.246.64.0/18,luisro2158.duckdns.org,duckdns.org,2024-03-24
nanocore,194.147.140.141,8100,194.147.140.0/24,nanomarch8100.duckdns.org,duckdns.org,2024-03-24
njrat,3.124.142.205,18335,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-23
njrat,160.177.59.183,10000,160.176.0.0/14,doddyfire.linkpc.net,linkpc.net,2024-03-23
njrat,3.68.171.119,12377,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-20
njrat,24.42.99.89,191,24.42.64.0/18,ameerpplus.ddns.net,ddns.net,2024-03-19
njrat,3.125.209.94,11256,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-19
njrat,18.192.31.165,11326,18.192.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-18
njrat,89.245.33.102,25565,89.245.0.0/17,,,2024-03-18
njrat,109.248.12.212,5501,109.248.12.0/22,,,2024-03-18
njrat,3.66.38.117,17008,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-18
njrat,147.185.221.17,57514,147.185.221.0/24,17.ip.gl.ply.gg,ply.gg,2024-03-18
redline,185.125.50.49,7439,185.125.50.0/24,,,2024-03-18
njrat,18.158.249.75,12051,18.156.0.0/14,0.tcp.eu.ngrok.io,ngrok.io,2024-03-17
njrat,3.124.142.205,12051,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-17
njrat,89.245.35.152,25565,89.245.0.0/17,,,2024-03-17
njrat,193.161.193.99,48079,193.161.193.0/24,pidorgeio-48079.portmap.host,portmap.host,2024-03-17
njrat,18.197.239.109,11599,18.192.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-03-16
njrat,89.245.33.186,25565,89.245.0.0/17,,,2024-03-16
njrat,89.245.33.186,3000,89.245.0.0/17,,,2024-03-16
njrat,46.246.12.6,2054,46.246.12.0/22,mexico2020.duckdns.org,duckdns.org,2024-03-15
njrat,3.125.223.134,12607,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-15
njrat,18.158.249.75,12607,18.156.0.0/14,0.tcp.eu.ngrok.io,ngrok.io,2024-03-15
njrat,3.66.38.117,13040,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-15
njrat,52.14.81.142,22206,52.8.0.0/13,7.tcp.ngrok.io,ngrok.io,2024-03-15
njrat,94.72.114.95,5552,94.72.112.0/20,njtrial.duckdns.org,duckdns.org,2024-03-15
njrat,178.63.148.180,5552,178.63.0.0/16,,,2024-03-15
nanocore,67.213.108.79,4782,67.213.96.0/20,api.fwfy.club,fwfy.club,2024-03-14
nanocore,222.114.183.144,54984,222.114.128.0/17,kgj112233.codns.com,codns.com,2024-03-14
lokibot,31.22.7.45,80,31.22.6.0/23,mauricioclopatofsky.tel,mauricioclopatofsky.tel,2024-03-14
lokibot,192.185.115.239,80,192.185.64.0/18,avatar.ps,avatar.ps,2024-03-14
lokibot,104.237.252.14,80,104.237.252.0/22,sempersim.su,sempersim.su,2024-03-14
lokibot,91.92.252.146,4002,91.92.240.0/20,,,2024-03-12
njrat,3.66.38.117,13672,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-11
njrat,3.125.209.94,19607,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-11
njrat,3.125.209.94,17485,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-11
njrat,3.125.223.134,16779,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-11
njrat,3.127.59.75,14314,3.120.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-03-11
njrat,216.218.135.118,3604,216.218.128.0/18,dontreachme3.ddns.net,ddns.net,2024-03-11
njrat,3.125.209.94,11258,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-11
redline,20.218.68.91,7690,20.208.0.0/12,,,2024-03-10
njrat,46.246.6.12,2054,46.246.4.0/22,mexico2020.duckdns.org,duckdns.org,2024-03-10
recordbreaker,193.233.132.204,80,193.233.132.0/24,,,2024-03-10
njrat,147.185.221.18,47077,147.185.221.0/24,,,2024-03-10
njrat,18.192.31.165,12353,18.192.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-10
njrat,3.124.142.205,12353,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-09
redline,5.161.190.139,13757,5.161.128.0/18,,,2024-03-09
njrat,41.103.44.20,999,41.96.0.0/13,zakifail.hopto.org,hopto.org,2024-03-09
recordbreaker,94.131.106.24,80,94.131.96.0/20,,,2024-03-09
nanocore,139.84.139.29,1620,139.84.128.0/17,maxlogs.webhop.me,webhop.me,2024-03-09
njrat,3.121.139.82,14314,3.120.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-03-09
nanocore,192.169.69.26,313,192.169.68.0/22,podzeye.duckdns.org,duckdns.org,2024-03-09
recordbreaker,195.20.16.127,80,195.20.16.0/24,,,2024-03-08
recordbreaker,37.49.230.152,80,37.49.230.0/24,,,2024-03-08
njrat,34.86.252.187,1177,34.80.0.0/13,ronymahmoud.casacam.net,casacam.net,2024-03-08
njrat,186.169.53.81,2025,186.169.32.0/19,mistersjsas1.duckdns.org,duckdns.org,2024-03-08
lumma,188.114.97.2,80,188.114.96.0/22,freckletropsao.pw,freckletropsao.pw,2024-03-08
njrat,167.86.86.15,3333,167.86.84.0/22,junio2023.duckdns.org,duckdns.org,2024-03-08
njrat,18.231.93.153,19606,18.224.0.0/13,0.tcp.sa.ngrok.io,ngrok.io,2024-03-08
redline,194.116.173.25,6519,194.116.172.0/23,,,2024-03-07
njrat,3.64.4.198,10058,3.64.0.0/12,5.tcp.eu.ngrok.io,ngrok.io,2024-03-07
redline,65.108.20.226,37715,65.108.0.0/15,,,2024-03-06
nanocore,139.84.139.29,5273,139.84.128.0/17,maxlogs.webhop.me,webhop.me,2024-03-06
njrat,46.246.86.5,8090,46.246.64.0/18,teo1978.duckdns.org,duckdns.org,2024-03-06
njrat,3.127.59.75,11855,3.120.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-03-06
njrat,34.86.252.187,5050,34.80.0.0/13,seznam.zapto.org,zapto.org,2024-03-05
njrat,94.72.114.95,5552,94.72.112.0/20,,,2024-03-05
njrat,147.185.221.16,30641,147.185.221.0/24,electric-guest.gl.at.ply.gg,ply.gg,2024-03-05
njrat,3.125.188.168,10352,3.120.0.0/13,7.tcp.eu.ngrok.io,ngrok.io,2024-03-05
njrat,3.127.138.57,17647,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-03-05
njrat,18.156.13.209,17647,18.156.0.0/14,2.tcp.eu.ngrok.io,ngrok.io,2024-03-05
njrat,3.67.112.102,19976,3.64.0.0/12,5.tcp.eu.ngrok.io,ngrok.io,2024-03-05
njrat,3.68.56.232,15966,3.64.0.0/12,7.tcp.eu.ngrok.io,ngrok.io,2024-03-04
njrat,147.185.221.18,35608,147.185.221.0/24,points-detect.gl.at.ply.gg,ply.gg,2024-03-04
njrat,18.192.31.165,10757,18.192.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-04
redline,206.238.199.68,48458,206.238.198.0/23,,,2024-03-04
redline,67.203.7.148,2909,67.203.0.0/21,,,2024-03-03
njrat,34.86.252.187,1177,34.80.0.0/13,seznam.zapto.org,zapto.org,2024-03-03
njrat,3.69.157.220,14744,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-03
njrat,3.69.157.220,12125,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-02
redline,135.181.241.148,49113,135.181.0.0/16,,,2024-03-02
njrat,147.185.221.18,49833,147.185.221.0/24,18.ip.gl.ply.gg,ply.gg,2024-03-02
njrat,18.192.31.165,10202,18.192.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-02
njrat,3.125.102.39,19080,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-02
njrat,45.144.166.168,1234,45.144.164.0/22,,,2024-03-02
redline,45.15.156.209,40481,45.15.156.0/24,,,2024-03-01
njrat,18.197.239.109,12765,18.192.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-03-01
njrat,3.68.171.119,12765,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-01
njrat,3.66.38.117,12765,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-01
njrat,3.69.157.220,12765,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-03-01
njrat,18.198.77.177,17526,18.192.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-03-01
nanocore,185.161.208.123,8763,185.161.208.0/22,mup830634.duckdns.org,duckdns.org,2024-03-01
njrat,3.125.223.134,10202,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-03-01
njrat,198.27.120.241,1337,198.27.96.0/19,,,2024-03-01
nanocore,103.114.104.158,1663,103.114.104.0/22,tzitziklishop3.ddns.net,ddns.net,2024-03-01
njrat,147.124.205.158,9561,147.124.204.0/23,qcpanel.hackcrack.io,hackcrack.io,2024-03-01
njrat,35.158.159.254,16495,35.156.0.0/14,4.tcp.eu.ngrok.io,ngrok.io,2024-02-29
njrat,18.198.77.177,16495,18.192.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-02-29
njrat,191.89.247.6,5552,191.88.0.0/14,888juantriana88.dynuddns.net,dynuddns.net,2024-02-29
njrat,3.124.142.205,18909,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-29
nanocore,192.169.69.25,4040,192.169.68.0/22,onpcsetup.duckdns.org,duckdns.org,2024-02-29
njrat,154.38.160.55,35888,154.38.160.0/20,njnjnjs.duckdns.org,duckdns.org,2024-02-29
lokibot,91.92.252.146,8008,91.92.240.0/20,,,2024-02-29
njrat,162.19.25.207,8080,162.19.0.0/16,mrado.kozow.com,kozow.com,2024-02-29
njrat,79.228.201.177,666,79.192.0.0/10,,,2024-02-28
nanocore,83.213.157.103,1515,83.213.128.0/19,nibiru33.duckdns.org,duckdns.org,2024-02-28
njrat,46.246.14.67,7771,46.246.12.0/22,berlyndinero.duckdns.org,duckdns.org,2024-02-27
njrat,192.169.69.26,8651,192.169.68.0/22,gbarpresencewriterprint.duckdns.org,duckdns.org,2024-02-27
njrat,46.246.84.5,2054,46.246.64.0/18,clarosecurity-com.duckdns.org,duckdns.org,2024-02-27
njrat,3.125.223.134,12780,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-27
lumma,104.21.13.74,80,104.21.0.0/17,zamesblack.fun,zamesblack.fun,2024-02-27
lokibot,91.92.252.146,8004,91.92.240.0/20,,,2024-02-27
njrat,147.185.221.18,43389,147.185.221.0/24,18.ip.gl.ply.gg,ply.gg,2024-02-26
njrat,149.102.235.115,3000,149.102.224.0/19,,,2024-02-26
njrat,54.94.248.37,12778,54.94.0.0/15,0.tcp.sa.ngrok.io,ngrok.io,2024-02-26
redline,207.246.120.23,8140,207.246.64.0/18,,,2024-02-25
redline,20.218.68.91,23100,20.208.0.0/12,,,2024-02-25
njrat,147.185.221.17,55430,147.185.221.0/24,multi-bidding.gl.at.ply.gg,ply.gg,2024-02-25
nanocore,87.88.94.223,54984,87.88.0.0/16,pve.pezow.ovh,pezow.ovh,2024-02-25
njrat,31.10.67.116,5552,31.10.64.0/18,,,2024-02-25
njrat,3.126.37.18,16653,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-25
redline,15.235.131.20,44647,15.235.0.0/16,,,2024-02-25
njrat,147.185.221.18,80,147.185.221.0/24,conference-cal.gl.at.ply.gg,ply.gg,2024-02-24
njrat,147.185.221.18,43519,147.185.221.0/24,male-stephen.gl.at.ply.gg,ply.gg,2024-02-24
redline,77.246.158.53,13551,77.246.156.0/22,,,2024-02-24
njrat,147.185.221.18,35017,147.185.221.0/24,content-royal.gl.at.ply.gg,ply.gg,2024-02-24
njrat,95.86.227.200,25565,95.86.224.0/19,kisel228.zapto.org,zapto.org,2024-02-24
njrat,43.229.148.210,5556,43.229.148.0/22,appserv.ddns.net,ddns.net,2024-02-24
njrat,147.185.221.18,80,147.185.221.0/24,nature-dawn.gl.at.ply.gg,ply.gg,2024-02-24
njrat,18.157.68.73,15217,18.156.0.0/14,2.tcp.eu.ngrok.io,ngrok.io,2024-02-24
njrat,147.185.221.16,38277,147.185.221.0/24,cut-britney.gl.at.ply.gg,ply.gg,2024-02-23
njrat,147.185.221.18,32544,147.185.221.0/24,pcpanel.hackcrack.io,hackcrack.io,2024-02-23
redline,85.159.228.138,41572,85.159.228.0/24,,,2024-02-23
njrat,65.0.50.125,22158,65.0.0.0/14,,,2024-02-23
njrat,147.185.221.18,3639,147.185.221.0/24,nature-dawn.gl.at.ply.gg,ply.gg,2024-02-23
njrat,147.185.221.18,36364,147.185.221.0/24,than-electoral.gl.at.ply.gg,ply.gg,2024-02-23
njrat,18.192.93.86,18876,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.127.138.57,18876,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.126.37.18,18876,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.69.157.220,17155,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,18.197.239.109,17155,18.192.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.125.209.94,12044,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,18.192.31.165,12044,18.192.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.125.223.134,12044,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,3.125.102.39,12044,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-23
njrat,18.158.249.75,12044,18.156.0.0/14,0.tcp.eu.ngrok.io,ngrok.io,2024-02-23
redline,185.209.162.106,80,185.209.160.0/22,mezla.site,mezla.site,2024-02-23
njrat,147.185.221.18,37064,147.185.221.0/24,training-invasion.gl.at.ply.gg,ply.gg,2024-02-22
redline,95.216.104.115,4328,95.216.0.0/15,,,2024-02-22
njrat,46.246.12.6,2054,46.246.12.0/22,ecuaecua.duckdns.org,duckdns.org,2024-02-22
njrat,222.186.174.9,43268,222.184.0.0/14,,,2024-02-22
redline,185.133.40.202,80,185.133.40.0/22,,,2024-02-22
redline,5.75.162.217,43724,5.75.128.0/17,,,2024-02-21
njrat,102.47.184.255,1177,102.47.128.0/18,amma.myftp.biz,myftp.biz,2024-02-21
njrat,52.28.247.255,19437,52.24.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-02-21
redline,195.201.121.240,40819,195.201.0.0/16,,,2024-02-21
njrat,46.246.14.2,1998,46.246.12.0/22,patria.duckdns.org,duckdns.org,2024-02-21
njrat,3.127.181.115,13326,3.120.0.0/13,5.tcp.eu.ngrok.io,ngrok.io,2024-02-21
njrat,3.125.102.39,19599,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-21
nanocore,185.29.10.51,5211,185.29.10.0/24,jmoha66808.ddns.net,ddns.net,2024-02-21
redline,20.218.68.91,13817,20.208.0.0/12,,,2024-02-21
njrat,46.246.6.4,1994,46.246.4.0/22,patria.duckdns.org,duckdns.org,2024-02-20
nanocore,88.165.236.23,54985,88.160.0.0/11,nanocore73.zapto.org,zapto.org,2024-02-20
nanocore,3.17.7.232,18237,3.16.0.0/13,0.tcp.ngrok.io,ngrok.io,2024-02-20
redline,79.137.203.183,36235,79.137.202.0/23,,,2024-02-20
nanocore,88.165.236.23,64278,88.160.0.0/11,nanocore73.zapto.org,zapto.org,2024-02-20
redline,5.42.65.38,46185,5.42.64.0/22,,,2024-02-20
nanocore,192.169.69.25,1990,192.169.68.0/22,elianisgalidon3020.duckdns.org,duckdns.org,2024-02-20
njrat,46.246.12.11,2054,46.246.12.0/22,nuevosremcs.duckdns.org,duckdns.org,2024-02-20
njrat,154.197.124.161,2222,154.197.124.0/24,mangaforme.cloud,mangaforme.cloud,2024-02-20
njrat,46.246.80.3,1994,46.246.64.0/18,patria.duckdns.org,duckdns.org,2024-02-19
njrat,3.142.167.54,19346,3.128.0.0/12,8.tcp.ngrok.io,ngrok.io,2024-02-19
njrat,3.125.102.39,16904,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-19
redline,147.45.47.100,24854,147.45.47.0/24,,,2024-02-19
redline,20.218.68.91,9552,20.208.0.0/12,,,2024-02-18
njrat,3.125.209.94,13406,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-18
redline,116.203.63.87,9216,116.202.0.0/15,,,2024-02-18
nanocore,87.3.215.35,65199,87.0.0.0/12,ihateciroparisi.serveminecraft.net,serveminecraft.net,2024-02-18
njrat,3.127.138.57,13627,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-18
njrat,193.161.193.99,31620,193.161.193.0/24,nanoudu30-31620.portmap.host,portmap.host,2024-02-18
njrat,147.185.221.18,29182,147.185.221.0/24,plus-subcommittee.gl.at.ply.gg,ply.gg,2024-02-18
njrat,147.185.221.17,10652,147.185.221.0/24,mary-cottage.gl.at.ply.gg,ply.gg,2024-02-17
njrat,3.125.209.94,18563,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-17
njrat,18.158.249.75,10540,18.156.0.0/14,0.tcp.eu.ngrok.io,ngrok.io,2024-02-17
njrat,3.125.209.94,10540,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-17
nanocore,82.117.230.122,54984,82.117.230.0/23,,,2024-02-17
redline,185.172.128.33,8924,185.172.128.0/24,,,2024-02-16
njrat,18.197.239.5,15020,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-15
recordbreaker,195.2.76.141,80,195.2.76.0/24,,,2024-02-15
njrat,35.157.111.131,15119,35.156.0.0/14,7.tcp.eu.ngrok.io,ngrok.io,2024-02-15
njrat,46.246.86.20,415,46.246.64.0/18,yuya0415.duckdns.org,duckdns.org,2024-02-15
njrat,154.197.124.161,2222,154.197.124.0/24,llllllllllllllllllllllllllll.site,llllllllllllllllllllllllllll.site,2024-02-15
redline,188.116.21.141,20213,188.116.21.0/24,,,2024-02-14
redline,91.92.246.233,2897,91.92.240.0/20,,,2024-02-14
lokibot,103.215.221.168,80,103.215.221.0/24,sempersim.su,sempersim.su,2024-02-14
lokibot,188.114.96.2,80,188.114.96.0/22,ebnsina.top,ebnsina.top,2024-02-14
njrat,5.39.43.50,1050,5.39.0.0/17,,,2024-02-14
redline,20.79.30.95,33223,20.76.0.0/14,,,2024-02-14
lokibot,103.224.212.210,80,103.224.212.0/23,arkt.xyz,arkt.xyz,2024-02-13
nanocore,5.39.43.50,3456,5.39.0.0/17,,,2024-02-13
njrat,46.246.12.14,1994,46.246.12.0/22,patria.duckdns.org,duckdns.org,2024-02-13
nanocore,192.169.69.25,60612,192.169.68.0/22,bproduction.duckdns.org,duckdns.org,2024-02-13
njrat,46.246.80.9,1995,46.246.64.0/18,patria.duckdns.org,duckdns.org,2024-02-12
njrat,5.39.43.50,1610,5.39.0.0/17,,,2024-02-12
njrat,5.39.43.50,1609,5.39.0.0/17,,,2024-02-12
njrat,194.38.20.230,6666,194.38.20.0/22,,,2024-02-12
njrat,3.127.181.115,19920,3.120.0.0/13,5.tcp.eu.ngrok.io,ngrok.io,2024-02-12
njrat,46.246.6.12,1995,46.246.4.0/22,patria.duckdns.org,duckdns.org,2024-02-12
njrat,46.246.84.5,7771,46.246.64.0/18,berlyndnero.duckdns.org,duckdns.org,2024-02-11
njrat,5.39.43.50,7777,5.39.0.0/17,,,2024-02-11
njrat,45.153.230.56,7777,45.153.230.0/23,,,2024-02-11
njrat,3.125.209.94,14114,3.120.0.0/13,0.tcp.eu.ngrok.io,ngrok.io,2024-02-11
njrat,85.192.32.83,1194,85.192.32.0/22,,,2024-02-11
njrat,3.66.38.117,17032,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-02-11
njrat,18.197.239.109,17032,18.192.0.0/13,6.tcp.eu.ngrok.io,ngrok.io,2024-02-11
njrat,3.66.38.117,16992,3.64.0.0/12,6.tcp.eu.ngrok.io,ngrok.io,2024-02-11
njrat,3.67.161.133,13977,3.64.0.0/12,5.tcp.eu.ngrok.io,ngrok.io,2024-02-10
njrat,46.246.82.3,5552,46.246.64.0/18,peces.duckdns.org,duckdns.org,2024-02-10
njrat,46.246.84.15,1995,46.246.64.0/18,patria.duckdns.org,duckdns.org,2024-02-10
redline,91.92.244.55,13002,91.92.240.0/20,,,2024-02-10
redline,156.251.19.27,20399,156.251.16.0/20,,,2024-02-09
njrat,3.6.115.64,15032,3.6.0.0/15,0.tcp.in.ngrok.io,ngrok.io,2024-02-09
redline,80.66.85.145,27441,80.66.85.0/24,,,2024-02-09
njrat,18.197.239.5,13056,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-09
njrat,18.192.93.86,13056,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-09
redline,91.92.246.148,3362,91.92.240.0/20,,,2024-02-08
njrat,147.185.221.18,5204,147.185.221.0/24,18.ip.gl.ply.gg,ply.gg,2024-02-08
nanocore,3.138.180.119,16825,3.128.0.0/12,4.tcp.ngrok.io,ngrok.io,2024-02-08
njrat,3.124.67.191,12609,3.120.0.0/13,7.tcp.eu.ngrok.io,ngrok.io,2024-02-08
redline,185.172.128.136,32260,185.172.128.0/24,,,2024-02-08
nanocore,46.183.220.203,40935,46.183.216.0/21,kiwtreyy456rwty.duckdns.org,duckdns.org,2024-02-08
njrat,3.6.115.64,19208,3.6.0.0/15,0.tcp.in.ngrok.io,ngrok.io,2024-02-08
nanocore,90.15.154.112,4899,90.0.0.0/11,victacking.ddns.net,ddns.net,2024-02-07
njrat,3.68.56.232,12555,3.64.0.0/12,7.tcp.eu.ngrok.io,ngrok.io,2024-02-07
njrat,18.198.77.177,19762,18.192.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-02-07
njrat,3.127.253.86,19762,3.120.0.0/13,4.tcp.eu.ngrok.io,ngrok.io,2024-02-07
njrat,65.0.50.125,22220,65.0.0.0/14,,,2024-02-07
njrat,18.197.239.5,10445,18.192.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-06
njrat,147.185.221.17,9561,147.185.221.0/24,qcpanel.hackcrack.io,hackcrack.io,2024-02-06
nanocore,216.218.135.118,9583,216.218.128.0/18,timnoip.ddns.net,ddns.net,2024-02-06
njrat,46.246.14.16,2552,46.246.12.0/22,alma27.duckdns.org,duckdns.org,2024-02-06
njrat,46.246.80.14,2054,46.246.64.0/18,nuevosecua.duckdns.org,duckdns.org,2024-02-06
njrat,74.91.116.12,5552,74.91.116.0/24,yaniqueque.sytes.net,sytes.net,2024-02-06
redline,157.90.20.51,47753,157.90.0.0/16,,,2024-02-06
lokibot,188.114.97.2,80,188.114.96.0/22,xmail.cfd,xmail.cfd,2024-02-06
nanocore,192.169.69.26,65517,192.169.68.0/22,december2n.duckdns.org,duckdns.org,2024-02-06
redline,5.75.163.194,25084,5.75.128.0/17,,,2024-02-05
njrat,213.159.61.169,1177,213.159.48.0/20,noiphabibi.ddns.net,ddns.net,2024-02-05
nanocore,154.195.152.232,63641,154.195.128.0/18,,,2024-02-05
njrat,3.6.122.107,19208,3.6.0.0/15,0.tcp.in.ngrok.io,ngrok.io,2024-02-05
redline,156.251.19.27,20399,156.251.16.0/21,,,2024-02-05
redline,92.222.212.74,1450,92.222.0.0/16,,,2024-02-04
nanocore,94.156.69.37,54984,94.156.64.0/21,updacon.hopto.org,hopto.org,2024-02-04
njrat,3.127.138.57,17960,3.120.0.0/13,2.tcp.eu.ngrok.io,ngrok.io,2024-02-04
nanocore,52.8.87.87,17240,52.8.0.0/13,0.tcp.us-cal-1.ngrok.io,ngrok.io,2024-02-04
nanocore,84.2.81.135,6923,84.2.80.0/20,tuxy.ddns.net,ddns.net,2024-02-04
njrat,3.140.223.7,15696,3.128.0.0/12,6.tcp.ngrok.io,ngrok.io,2024-02-04
lokibot,104.21.46.100,80,104.21.0.0/17,roof.spencerstuartllc.top,spencerstuartllc.top,2024-02-03
